ns,T,r,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals
9,1.0,12,1,0.6747927438283366,0.6747835753226659,109,14762,0
9,1.0,12,2,0.17478392543124893,0.17478357532266603,252,33306,0
9,1.0,12,3,0.09648790767217164,0.09648438667220355,337,43542,0
9,1.0,12,4,0.05733791327165533,0.05733479234697242,304,38440,0
