ns,T,r,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals
9,0.25,2,1,0.5001570734401111,0.5001510670390192,216,30371,0
9,0.25,2,2,0.00015108107461747622,0.00015106703902157334,258,34160,0
9,0.25,2,3,0.0001173711174409231,7.554147527415972e-05,197,26199,0
9,0.25,2,4,8.905126576652656e-05,3.777869340045251e-05,251,33604,0
