ns,T,r,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals
2,1.0,4,1,0.724007629870583,0.7240076298702791,5,32,0
2,1.0,4,2,0.23458006936855735,0.2345800693685503,13,95,0
2,1.0,4,3,0.07498751312723306,0.0749875131116434,22,198,0
2,1.0,4,4,3.164979389680411e-11,0,44,329,0
