ns,T,r,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals
2,0.25,3,1,0.0025028908746760337,0.0025028908746761377,4,24,0
2,0.25,3,2,0.00036256877684093247,0.0003625687765497365,20,120,0
2,0.25,3,3,2.1172681763381718e-07,2.1172452123581057e-07,32,204,0
2,0.25,3,4,1.2403411631112249e-12,0,32,252,0
