ns,T,r,R,numerical_DHS,opt_DHS,num_iterations,num_func_evals
2,1.0,3,1,0.014723810882730115,0.014723810882730224,4,20,0
2,1.0,3,2,0.0015085220015469414,0.0015085220012467234,17,105,0
2,1.0,3,3,6.555193275969984e-06,6.555192943524725e-06,24,162,0
2,1.0,3,4,2.1939339234222643e-11,0,27,224,0
