ns,sidx,T,re,na,numerical_DHS,opt_DHS,num_iterations,num_func_evals,num_pert
3,0,0.5,6,1,0.0020770870030719646,0.002077087003071675,28,627,0
3,0,0.5,6,3,7.549516567451064e-15,6.162975822039155e-33,162,6336,0
3,1,0.5,2,1,0.00033400952324358357,0.0003340095232435517,22,475,0
3,1,0.5,6,1,0.014124107425875443,0.014124107425875079,20,494,0
3,2,0.5,6,3,6.661338147750939e-16,2.465190328815662e-32,66,2805,0
3,2,0.5,2,1,0.0005628245516076102,0.0005628245516074963,17,418,0
3,3,0.5,2,1,8.868917567017576e-08,8.868917570245244e-08,26,855,0
3,3,0.5,4,1,0.002666325196685637,0.0026663251966855725,31,893,0
3,4,0.5,4,2,0.0002555814644759069,0.0002555814644754765,55,2175,0
3,4,0.5,4,1,0.0010227511227466346,0.0010227511227461053,23,836,0
3,5,0.5,4,2,0.00011061238495124748,0.00011061238491734632,115,4184,0
3,5,0.5,2,1,3.182329195450251e-05,3.182329195441075e-05,24,513,0
3,6,0.5,4,1,0.0012964124141230382,0.0012964124141227,19,456,0
3,6,0.5,4,2,1.1936101616649708e-05,1.1936101615783187e-05,40,2287,0
3,7,0.5,2,1,0.00013253954384750966,0.00013253954384718252,22,475,0
3,7,0.5,2,1,3.0163691544515814e-08,3.0163691588732734e-08,21,741,0
3,8,0.5,4,1,0.03303601643697507,0.03303601643697484,23,570,0
3,8,0.5,4,2,2.944017375439145e-07,2.944017373277127e-07,48,2237,0
3,9,0.5,6,1,0.004696812292848795,0.004696812292848184,19,399,0
3,9,0.5,6,3,1.2212453270876722e-15,5.546678239835239e-32,179,7952,0
3,10,0.5,2,1,1.174991855834584e-05,1.1749918557789881e-05,24,665,0
3,10,0.5,6,1,0.05142156376696616,0.05142156376696615,27,722,0
3,11,0.5,6,3,1.1102230246251565e-16,2.465190328815662e-32,75,2926,0
3,11,0.5,4,1,0.0005558224702585379,0.0005558224702584453,25,608,0
3,12,0.5,4,2,1.7469108385625987e-05,1.7469108380721222e-05,63,2300,0
3,12,0.5,2,1,0.00010807574069426895,0.00010807574069411112,20,513,0
3,13,0.5,2,1,9.597577275877178e-05,9.597577275868174e-05,20,513,0
3,13,0.5,6,1,0.06443841157298746,0.06443841157298635,31,969,0
3,14,0.5,6,3,2.1094237467877974e-15,6.162975822039155e-33,62,2232,0
3,14,0.5,4,1,0.0013017013282622392,0.0013017013282622383,22,532,0
3,15,0.5,4,2,2.98689817546105e-07,2.9868981480059066e-07,60,1800,0
3,15,0.5,4,1,0.01924327716372143,0.019243277163721033,22,551,0
3,16,0.5,4,2,3.094701537043054e-05,3.094701536968853e-05,43,1400,0
3,16,0.5,2,1,0.00022180569246532666,0.00022180569246522594,25,684,0
3,17,0.5,4,1,0.002684750036799244,0.0026847500367982047,26,589,0
3,17,0.5,4,2,8.154410200322815e-05,8.154410200194114e-05,67,2537,0
3,18,0.5,2,1,0.0004387073544568354,0.0004387073544568688,24,608,0
3,18,0.5,2,1,0.00028572913112290266,0.00028572913112198347,21,513,0
