ns,sidx,T,re,na,numerical_DHS,opt_DHS,num_iterations,num_func_evals,num_pert
6,0,0.5,4,1,0.04607200572353176,0.04607200572135033,194,11605,0
6,0,0.5,4,2,0.00037278253644290604,0.00037253825581899197,254,17536,2
6,1,0.5,12,1,0.16127205360397778,0.1612720536037602,179,10560,0
6,1,0.5,12,4,0.0005946125687914527,0.0001177990097838651,1240,118244,2
6,2,0.5,6,1,0.10617533384712385,0.1061753338469433,89,8250,0
6,2,0.5,6,3,3.6191855170564224e-05,3.5481274523487345e-05,209,16498,2
6,3,0.5,5,1,0.007146839977958397,0.007146839977564217,104,6435,0
6,3,0.5,5,3,0.00021078337697844063,1.0796078110423616e-05,623,50589,2
6,4,0.5,7,1,0.07667344552664312,0.07667344552539856,125,7370,0
6,4,0.5,7,3,0.0007016052471493506,0.00020567947186887325,536,41975,2
6,5,0.5,6,1,0.07194028278262654,0.07194028278140527,206,17105,0
6,5,0.5,6,3,5.816689445881096e-06,5.519086197255721e-06,308,24966,2
6,6,0.5,4,1,0.04340485686822748,0.04340485686752417,203,12320,0
6,6,0.5,4,2,0.00016843410524580715,0.00016716753829289362,234,16512,2
6,7,0.5,4,1,0.0017196341315063313,0.0017196341152529377,143,9350,0
6,7,0.5,4,2,0.00019214544590162586,0.00019066264984454826,640,45248,2
6,8,0.5,4,1,0.1147223496899582,0.11472234968992973,117,9582,0
6,8,0.5,4,2,0.00014418268876126294,0.0001440251575542156,214,14784,2
6,9,0.5,8,1,0.04925512187045389,0.04925512186979804,106,7150,0
6,9,0.5,8,3,0.00041836520575344593,0.00018605875994259715,579,45698,2
6,10,0.5,8,1,0.21000460487532774,0.21000460487531605,121,9802,0
6,10,0.5,8,3,0.00021686830823380854,0.0002160003349302562,480,41549,2
6,11,0.5,9,1,0.0830470395676095,0.08304703956741383,168,10395,0
6,11,0.5,9,4,8.44849286085747e-08,7.546483546242359e-08,879,85117,0
6,12,0.5,12,1,0.11854817958527719,0.1185481795852687,130,8250,0
6,12,0.5,12,4,0.00038570135031373853,5.4024631508532584e-05,439,48436,2
6,13,0.5,4,1,0.01121234015309569,0.011212340150542642,188,11660,0
6,13,0.5,4,2,0.002027254524107791,0.00013447104957538692,639,45952,2
6,14,0.5,8,1,0.16904605875410095,0.16904605875378506,164,10560,0
6,14,0.5,8,3,0.0005925525197200687,0.000584137553669866,429,34686,2
6,15,0.5,9,1,0.11968924744981879,0.11968924744280872,172,10890,0
6,15,0.5,9,4,2.268944826805397e-05,1.0562365566568104e-05,778,77256,2
6,16,0.5,4,1,0.047718355810680846,0.04771835580660515,175,11935,0
6,16,0.5,4,2,0.000434425059178678,0.00042720400071527683,138,11084,2
6,17,0.5,5,1,0.1050577116427035,0.10505771164165077,97,6710,0
6,17,0.5,5,3,0.00012573141695615409,8.42788005115171e-05,1218,107814,2
6,18,0.5,10,1,0.09912473065266714,0.09912472471875439,170,13487,0
6,18,0.5,10,4,0.00044003444270712677,1.4874816449337566e-05,1279,117424,2
6,19,0.5,14,1,0.2226331803432512,0.22263318034322827,204,12815,0
6,19,0.5,14,4,3.779735362829939e-05,3.6040336822207794e-05,407,34604,2
6,20,0.5,6,1,0.034617449371886266,0.034617449370743986,346,21893,0
6,20,0.5,6,3,0.00020485893702881786,0.00014275638119224646,449,36062,2
6,21,0.5,5,1,0.015935867680003213,0.01593586767989876,154,9911,0
6,21,0.5,5,3,0.00015966847713722032,1.2762427955808412e-05,1282,108624,2
6,22,0.5,4,1,0.12814873599226795,0.12814873599225968,114,8316,0
6,22,0.5,4,2,0.00038712270575169683,0.0003870345605694914,289,20224,2
6,23,0.5,10,1,0.22699940868754376,0.2269994086209769,276,16995,0
6,23,0.5,10,4,0.0003280670807459529,3.5066602795823036e-05,741,67896,2
6,24,0.5,8,1,0.08897200149550444,0.08897200118115489,101,6930,0
6,24,0.5,8,3,0.00018828041202251233,0.00018121668583682214,447,39642,2
