ns,sidx,T,re,na,numerical_DHS,opt_DHS,num_iterations,num_func_evals,num_pert
6,0,0.05,2,1,9.430467129423192e-07,9.22313614731203e-07,396,29216,2
6,0,0.05,1,1,3.775152501717116e-08,8.768525784690091e-15,283,20307,2
6,1,0.05,2,1,0.00011254153751250051,0.00011254125533535859,151,10377,0
6,1,0.05,1,1,8.485693259174809e-09,7.749398312460837e-15,272,20900,0
6,2,0.05,1,1,6.110145722715288e-10,3.293082003987805e-12,202,14410,0
6,2,0.05,2,1,1.287481232736809e-10,1.8052240686116705e-15,919,63644,0
6,3,0.05,1,1,5.880536058100461e-10,1.1637668353665174e-27,269,18260,0
6,3,0.05,1,1,8.649103655500312e-11,7.234765696310098e-22,173,13475,0
6,4,0.05,2,1,2.35809149984334e-11,2.356499933005738e-11,111,7480,0
6,4,0.05,2,1,2.2299939672620894e-10,1.4497439040501058e-15,285,21400,0
6,5,0.05,2,1,2.2286675616101093e-08,2.2286623205519828e-08,98,6765,0
6,5,0.05,2,1,3.9372638482859657e-10,3.214718494885054e-15,403,31840,1
6,6,0.05,2,1,2.8077318248165284e-11,2.6481405619164186e-21,259,19042,0
6,6,0.05,1,1,9.152989477456686e-10,3.6880498417745724e-21,770,53692,0
6,7,0.05,2,1,2.3276869320909555e-10,2.3275528889367226e-10,98,6710,0
6,7,0.05,2,1,1.2103990254530572e-08,1.3587928927901681e-13,564,43086,2
6,8,0.05,1,1,3.9189984080145734e-07,3.6902887484641526e-07,214,18708,2
6,8,0.05,2,1,1.4588330543574557e-13,5.291665261449181e-16,120,9857,0
6,9,0.05,2,1,4.453787790792418e-06,4.453753254685986e-06,211,15865,0
6,9,0.05,2,1,0.0001471069954581683,0.00014710699507415446,91,6215,0
6,10,0.05,1,1,9.102316678166744e-10,1.3098958844252402e-11,376,27390,0
6,10,0.05,1,1,3.3633314266978687e-07,3.349519412478145e-07,186,12760,0
6,11,0.05,1,1,2.8808795349277716e-09,5.560138636431273e-13,90,6050,0
6,11,0.05,2,1,8.393436834452928e-09,2.311884791957833e-20,301,21450,0
6,12,0.05,1,1,1.1627200313668595e-08,1.1420159271758236e-08,356,22385,0
